Country of Residence,Year,No of Arrivals per Occupation,Occupation,,,,,
    Others in Asia,"2,018","13,649",Labourers production and service workers,,,,,
    Others in Asia,"2,018",263,Agricultural workers,,,,,
    Others in Asia,"2,018","5,712",Government,,,,,
    Others in Asia,"2,018","2,674",House wife,,,,,
    Others in Asia,"2,018","8,717",Students,,,,,
    Others in Asia,"2,018",619,Retired,,,,,
    Others in Asia,"2,018",23,Others,,,,,
    Others in Asia,"2,018", - ,Not stated,,,,,
    Australia,"2,018","802,234",Total,,,,,
    Australia,"2,018","187,147",Professional,,,,,
    Australia,"2,018","98,818",Administrative and managerial,,,,,
    Australia,"2,018","64,864",Commercial personal and clerical,,,,,
    Australia,"2,018","209,913",Labourers production and service workers,,,,,
    Australia,"2,018","2,580",Agricultural workers,,,,,
    Australia,"2,018","3,383",Government,,,,,
    Australia,"2,018","13,589",House wife,,,,,
    Australia,"2,018","132,907",Students,,,,,
    Australia,"2,018","88,782",Retired,,,,,
    Australia,"2,018",159,Others,,,,,
    Australia,"2,018",92,Not stated,,,,,
    New Zealand,"2,018","100,887",Total,,,,,
    New Zealand,"2,018","25,410",Professional,,,,,
    New Zealand,"2,018","14,573",Administrative and managerial,,,,,
    New Zealand,"2,018","8,385",Commercial personal and clerical,,,,,
    New Zealand,"2,018","23,916",Labourers production and service workers,,,,,
    New Zealand,"2,018",924,Agricultural workers,,,,,
    New Zealand,"2,018",441,Government,,,,,
    New Zealand,"2,018","1,881",House wife,,,,,
    New Zealand,"2,018","15,573",Students,,,,,
    New Zealand,"2,018","9,759",Retired,,,,,
    New Zealand,"2,018",8,Others,,,,,
    New Zealand,"2,018",17,Not stated,,,,,
Others in Oceania,"2,018","7,917",Total,,,,,
Others in Oceania,"2,018","2,150",Professional,,,,,
Others in Oceania,"2,018","1,069",Administrative and managerial,,,,,
Others in Oceania,"2,018",707,Commercial personal and clerical,,,,,
Others in Oceania,"2,018","2,114",Labourers production and service workers,,,,,
Others in Oceania,"2,018",13,Agricultural workers,,,,,
Others in Oceania,"2,018",177,Government,,,,,
Others in Oceania,"2,018",98,House wife,,,,,
Others in Oceania,"2,018",823,Students,,,,,
Others in Oceania,"2,018",750,Retired,,,,,
Others in Oceania,"2,018",13,Others,,,,,
Others in Oceania,"2,018",3,Not stated,,,,,
    Egypt,"2,018","18,161",Total,,,,,
    Egypt,"2,018","5,719",Professional,,,,,
    Egypt,"2,018","2,393",Administrative and managerial,,,,,
    Egypt,"2,018","1,723",Commercial personal and clerical,,,,,
    Egypt,"2,018","4,877",Labourers production and service workers,,,,,
    Egypt,"2,018", - ,Agricultural workers,,,,,
    Egypt,"2,018",108,Government,,,,,
    Egypt,"2,018",229,House wife,,,,,
    Egypt,"2,018","2,863",Students,,,,,
    Egypt,"2,018",245,Retired,,,,,
    Egypt,"2,018", - ,Others,,,,,
    Egypt,"2,018",4,Not stated,,,,,
    Israel,"2,018","185,366",Total,,,,,
    Israel,"2,018","39,342",Professional,,,,,
    Israel,"2,018","18,613",Administrative and managerial,,,,,
    Israel,"2,018","15,778",Commercial personal and clerical,,,,,
    Israel,"2,018","54,994",Labourers production and service workers,,,,,
    Israel,"2,018",524,Agricultural workers,,,,,
    Israel,"2,018",319,Government,,,,,
    Israel,"2,018","1,233",House wife,,,,,
    Israel,"2,018","44,877",Students,,,,,
    Israel,"2,018","9,628",Retired,,,,,
    Israel,"2,018",31,Others,,,,,
    Israel,"2,018",27,Not stated,,,,,
    Kuwait,"2,018","77,365",Total,,,,,
    Kuwait,"2,018","11,020",Professional,,,,,
    Kuwait,"2,018","3,817",Administrative and managerial,,,,,
    Kuwait,"2,018","4,998",Commercial personal and clerical,,,,,
    Kuwait,"2,018","26,526",Labourers production and service workers,,,,,
    Kuwait,"2,018",35,Agricultural workers,,,,,
    Kuwait,"2,018",236,Government,,,,,
    Kuwait,"2,018","3,796",House wife,,,,,
    Kuwait,"2,018","22,615",Students,,,,,
    Kuwait,"2,018","4,308",Retired,,,,,
    Kuwait,"2,018",13,Others,,,,,
    Kuwait,"2,018",1,Not stated,,,,,
    Saudi Arabia,"2,018","35,090",Total,,,,,
    Saudi Arabia,"2,018","8,965",Professional,,,,,
    Saudi Arabia,"2,018","2,582",Administrative and managerial,,,,,
    Saudi Arabia,"2,018","3,233",Commercial personal and clerical,,,,,
    Saudi Arabia,"2,018","10,115",Labourers production and service workers,,,,,
    Saudi Arabia,"2,018",29,Agricultural workers,,,,,
    Saudi Arabia,"2,018",306,Government,,,,,
    Saudi Arabia,"2,018","1,397",House wife,,,,,
    Saudi Arabia,"2,018","7,561",Students,,,,,
    Saudi Arabia,"2,018",876,Retired,,,,,
    Saudi Arabia,"2,018",19,Others,,,,,
    Saudi Arabia,"2,018",7,Not stated,,,,,
    United Arab Emirates,"2,018","151,137",Total,,,,,
    United Arab Emirates,"2,018","24,809",Professional,,,,,
    United Arab Emirates,"2,018","14,352",Administrative and managerial,,,,,
    United Arab Emirates,"2,018","12,923",Commercial personal and clerical,,,,,
    United Arab Emirates,"2,018","46,692",Labourers production and service workers,,,,,
    United Arab Emirates,"2,018",54,Agricultural workers,,,,,
    United Arab Emirates,"2,018",817,Government,,,,,
    United Arab Emirates,"2,018","8,649",House wife,,,,,
    United Arab Emirates,"2,018","38,933",Students,,,,,
    United Arab Emirates,"2,018","3,829",Retired,,,,,
    United Arab Emirates,"2,018",77,Others,,,,,
    United Arab Emirates,"2,018",2,Not stated,,,,,
    Others in Middle East,"2,018","300,677",Total,,,,,
    Others in Middle East,"2,018","57,767",Professional,,,,,
    Others in Middle East,"2,018","25,218",Administrative and managerial,,,,,
    Others in Middle East,"2,018","33,469",Commercial personal and clerical,,,,,
    Others in Middle East,"2,018","98,483",Labourers production and service workers,,,,,
    Others in Middle East,"2,018",377,Agricultural workers,,,,,
    Others in Middle East,"2,018","1,774",Government,,,,,
    Others in Middle East,"2,018","12,017",House wife,,,,,
    Others in Middle East,"2,018","61,918",Students,,,,,
    Others in Middle East,"2,018","9,603",Retired,,,,,
    Others in Middle East,"2,018",49,Others,,,,,
    Others in Middle East,"2,018",2,Not stated,,,,,
 South Africa,"2,018","97,071",Total,,,,,
 South Africa,"2,018","29,088",Professional,,,,,
 South Africa,"2,018","15,032",Administrative and managerial,,,,,
 South Africa,"2,018","11,387",Commercial personal and clerical,,,,,
 South Africa,"2,018","19,638",Labourers production and service workers,,,,,
 South Africa,"2,018",617,Agricultural workers,,,,,
 South Africa,"2,018",236,Government,,,,,
 South Africa,"2,018","2,425",House wife,,,,,
 South Africa,"2,018","12,443",Students,,,,,
 South Africa,"2,018","6,167",Retired,,,,,
 South Africa,"2,018",36,Others,,,,,
 South Africa,"2,018",2,Not stated,,,,,
    Others in Africa,"2,018","103,257",Total,,,,,
    Others in Africa,"2,018","23,010",Professional,,,,,
    Others in Africa,"2,018","9,974",Administrative and managerial,,,,,
    Others in Africa,"2,018","19,336",Commercial personal and clerical,,,,,
    Others in Africa,"2,018","27,204",Labourers production and service workers,,,,,
    Others in Africa,"2,018",212,Agricultural workers,,,,,
    Others in Africa,"2,018","1,622",Government,,,,,
    Others in Africa,"2,018","3,266",House wife,,,,,
    Others in Africa,"2,018","14,952",Students,,,,,
    Others in Africa,"2,018","3,607",Retired,,,,,
    Others in Africa,"2,018",74,Others,,,,,
    Others in Africa,"2,018", - ,Not stated,,,,,
        Brunai,"2,019","19,858",Total,,,,,
        Brunai,"2,019","4,060",Professional,,,,,
        Brunai,"2,019","2,770",Administrative and managerial,,,,,
        Brunai,"2,019","2,255",Commercial personal and clerical,,,,,
        Brunai,"2,019","4,112",Labourers production and service workers,,,,,
        Brunai,"2,019",15,Agricultural workers,,,,,
        Brunai,"2,019",674,Government,,,,,
        Brunai,"2,019",910,House wife,,,,,
        Brunai,"2,019","4,054",Students,,,,,
        Brunai,"2,019",992,Retired,,,,,
        Brunai,"2,019", - ,Others,,,,,
        Brunai,"2,019",16,Not stated,,,,,
        Cambodia,"2,019","925,437",Total,,,,,
        Cambodia,"2,019","106,121",Professional,,,,,
        Cambodia,"2,019","54,596",Administrative and managerial,,,,,
        Cambodia,"2,019","149,464",Commercial personal and clerical,,,,,
        Cambodia,"2,019","311,224",Labourers production and service workers,,,,,
        Cambodia,"2,019","44,697",Agricultural workers,,,,,
        Cambodia,"2,019","10,130",Government,,,,,
        Cambodia,"2,019","50,587",House wife,,,,,
        Cambodia,"2,019","160,648",Students,,,,,
        Cambodia,"2,019","37,959",Retired,,,,,
        Cambodia,"2,019", - ,Others,,,,,
        Cambodia,"2,019",11,Not stated,,,,,
        Indonesia,"2,019","706,908",Total,,,,,
        Indonesia,"2,019","102,787",Professional,,,,,
        Indonesia,"2,019","63,953",Administrative and managerial,,,,,
        Indonesia,"2,019","63,111",Commercial personal and clerical,,,,,
        Indonesia,"2,019","234,849",Labourers production and service workers,,,,,
        Indonesia,"2,019",628,Agricultural workers,,,,,
        Indonesia,"2,019","7,372",Government,,,,,
        Indonesia,"2,019","85,669",House wife,,,,,
        Indonesia,"2,019","133,479",Students,,,,,
        Indonesia,"2,019","14,849",Retired,,,,,
        Indonesia,"2,019",202,Others,,,,,
        Indonesia,"2,019",9,Not stated,,,,,
        Laos,"2,019","1,856,762",Total,,,,,
        Laos,"2,019","218,591",Professional,,,,,
        Laos,"2,019","90,481",Administrative and managerial,,,,,
        Laos,"2,019","104,726",Commercial personal and clerical,,,,,
        Laos,"2,019","938,886",Labourers production and service workers,,,,,
        Laos,"2,019","66,814",Agricultural workers,,,,,
        Laos,"2,019","7,996",Government,,,,,
        Laos,"2,019","65,766",House wife,,,,,
        Laos,"2,019","282,685",Students,,,,,
        Laos,"2,019","80,791",Retired,,,,,
        Laos,"2,019",18,Others,,,,,
        Laos,"2,019",8,Not stated,,,,,
        Malaysia,"2,019","4,274,458",Total,,,,,
        Malaysia,"2,019","920,714",Professional,,,,,
        Malaysia,"2,019","879,875",Administrative and managerial,,,,,
        Malaysia,"2,019","551,482",Commercial personal and clerical,,,,,
        Malaysia,"2,019","575,800",Labourers production and service workers,,,,,
        Malaysia,"2,019","9,398",Agricultural workers,,,,,
        Malaysia,"2,019","4,343",Government,,,,,
        Malaysia,"2,019","614,543",House wife,,,,,
        Malaysia,"2,019","657,121",Students,,,,,
        Malaysia,"2,019","61,062",Retired,,,,,
        Malaysia,"2,019",91,Others,,,,,
        Malaysia,"2,019",29,Not stated,,,,,
        Myanmar,"2,019","389,301",Total,,,,,
        Myanmar,"2,019","70,136",Professional,,,,,
        Myanmar,"2,019","36,525",Administrative and managerial,,,,,
        Myanmar,"2,019","82,280",Commercial personal and clerical,,,,,
        Myanmar,"2,019","93,666",Labourers production and service workers,,,,,
        Myanmar,"2,019","1,542",Agricultural workers,,,,,
        Myanmar,"2,019",892,Government,,,,,
        Myanmar,"2,019","8,148",House wife,,,,,
        Myanmar,"2,019","79,330",Students,,,,,
        Myanmar,"2,019","16,754",Retired,,,,,
        Myanmar,"2,019", - ,Others,,,,,
        Myanmar,"2,019",28,Not stated,,,,,
        Philippines,"2,019","473,565",Total,,,,,
        Philippines,"2,019","119,807",Professional,,,,,
        Philippines,"2,019","63,198",Administrative and managerial,,,,,
        Philippines,"2,019","63,953",Commercial personal and clerical,,,,,
        Philippines,"2,019","130,708",Labourers production and service workers,,,,,
        Philippines,"2,019","1,348",Agricultural workers,,,,,
        Philippines,"2,019","2,410",Government,,,,,
        Philippines,"2,019","20,344",House wife,,,,,
        Philippines,"2,019","52,207",Students,,,,,
        Philippines,"2,019","19,583",Retired,,,,,
        Philippines,"2,019",1,Others,,,,,
        Philippines,"2,019",6,Not stated,,,,,
        Singapore,"2,019","1,150,024",Total,,,,,
        Singapore,"2,019","311,780",Professional,,,,,
        Singapore,"2,019","219,077",Administrative and managerial,,,,,
        Singapore,"2,019","119,443",Commercial personal and clerical,,,,,
        Singapore,"2,019","185,146",Labourers production and service workers,,,,,
        Singapore,"2,019",287,Agricultural workers,,,,,
        Singapore,"2,019","11,577",Government,,,,,
        Singapore,"2,019","54,360",House wife,,,,,
        Singapore,"2,019","198,687",Students,,,,,
        Singapore,"2,019","49,551",Retired,,,,,
